Einkommen,Einfache Steuer Alleinstehende,EAinProzent,Einfache Steuer gemeinsam Steuerpflichtige,EgSinProzent
473’000,40’205.00,8.5000%,39’712.00,8.3958%
473’100,40’213.50,8.5000%,39’720.40,8.3958%
473’200,40’222.00,8.5000%,39’730.80,8.3962%
473’300,40’230.50,8.5000%,39’739.20,8.3962%
473’400,40’239.00,8.5000%,39’749.60,8.3966%
473’500,40’247.50,8.5000%,39’758.00,8.3966%
473’600,40’256.00,8.5000%,39’768.40,8.3970%
473’700,40’264.50,8.5000%,39’776.80,8.3970%
473’800,40’273.00,8.5000%,39’787.20,8.3975%
473’900,40’281.50,8.5000%,39’795.60,8.3975%
474’000,40’290.00,8.5000%,39’806.00,8.3979%
474’100,40’298.50,8.5000%,39’814.40,8.3979%
474’200,40’307.00,8.5000%,39’824.80,8.3983%
474’300,40’315.50,8.5000%,39’833.20,8.3983%
474’400,40’324.00,8.5000%,39’843.60,8.3987%
474’500,40’332.50,8.5000%,39’852.00,8.3987%
474’600,40’341.00,8.5000%,39’862.40,8.3992%
474’700,40’349.50,8.5000%,39’870.80,8.3992%
474’800,40’358.00,8.5000%,39’881.20,8.3996%
474’900,40’366.50,8.5000%,39’889.60,8.3996%
475’000,40’375.00,8.5000%,39’900.00,8.4000%
475’100,40’383.50,8.5000%,39’908.40,8.4000%
475’200,40’392.00,8.5000%,39’918.80,8.4004%
475’300,40’400.50,8.5000%,39’927.20,8.4004%
475’400,40’409.00,8.5000%,39’937.60,8.4008%
475’500,40’417.50,8.5000%,39’946.00,8.4008%
475’600,40’426.00,8.5000%,39’956.40,8.4013%
475’700,40’434.50,8.5000%,39’964.80,8.4013%
475’800,40’443.00,8.5000%,39’975.20,8.4017%
475’900,40’451.50,8.5000%,39’983.60,8.4017%
476’000,40’460.00,8.5000%,39’994.00,8.4021%
476’100,40’468.50,8.5000%,40’002.40,8.4021%
476’200,40’477.00,8.5000%,40’012.80,8.4025%
476’300,40’485.50,8.5000%,40’021.20,8.4025%
476’400,40’494.00,8.5000%,40’031.60,8.4029%
476’500,40’502.50,8.5000%,40’040.00,8.4029%
476’600,40’511.00,8.5000%,40’050.40,8.4034%
476’700,40’519.50,8.5000%,40’058.80,8.4034%
476’800,40’528.00,8.5000%,40’069.20,8.4038%
476’900,40’536.50,8.5000%,40’077.60,8.4038%
477’000,40’545.00,8.5000%,40’088.00,8.4042%
477’100,40’553.50,8.5000%,40’096.40,8.4042%
477’200,40’562.00,8.5000%,40’106.80,8.4046%
477’300,40’570.50,8.5000%,40’115.20,8.4046%
477’400,40’579.00,8.5000%,40’125.60,8.4050%
477’500,40’587.50,8.5000%,40’134.00,8.4050%
477’600,40’596.00,8.5000%,40’144.40,8.4054%
477’700,40’604.50,8.5000%,40’152.80,8.4054%
477’800,40’613.00,8.5000%,40’163.20,8.4059%
477’900,40’621.50,8.5000%,40’171.60,8.4059%
478’000,40’630.00,8.5000%,40’182.00,8.4063%
478’100,40’638.50,8.5000%,40’190.40,8.4063%
478’200,40’647.00,8.5000%,40’200.80,8.4067%
478’300,40’655.50,8.5000%,40’209.20,8.4067%
478’400,40’664.00,8.5000%,40’219.60,8.4071%
478’500,40’672.50,8.5000%,40’228.00,8.4071%
478’600,40’681.00,8.5000%,40’238.40,8.4075%
478’700,40’689.50,8.5000%,40’246.80,8.4075%
478’800,40’698.00,8.5000%,40’257.20,8.4079%
478’900,40’706.50,8.5000%,40’265.60,8.4079%
479’000,40’715.00,8.5000%,40’276.00,8.4084%
479’100,40’723.50,8.5000%,40’284.40,8.4084%
479’200,40’732.00,8.5000%,40’294.80,8.4088%
479’300,40’740.50,8.5000%,40’303.20,8.4088%
479’400,40’749.00,8.5000%,40’313.60,8.4092%
479’500,40’757.50,8.5000%,40’322.00,8.4092%
479’600,40’766.00,8.5000%,40’332.40,8.4096%
479’700,40’774.50,8.5000%,40’340.80,8.4096%
479’800,40’783.00,8.5000%,40’351.20,8.4100%
479’900,40’791.50,8.5000%,40’359.60,8.4100%
480’000,40’800.00,8.5000%,40’370.00,8.4104%
480’100,40’808.50,8.5000%,40’378.40,8.4104%
480’200,40’817.00,8.5000%,40’388.80,8.4108%
480’300,40’825.50,8.5000%,40’397.20,8.4108%
480’400,40’834.00,8.5000%,40’407.60,8.4112%
480’500,40’842.50,8.5000%,40’416.00,8.4112%
480’600,40’851.00,8.5000%,40’426.40,8.4117%
480’700,40’859.50,8.5000%,40’434.80,8.4117%
480’800,40’868.00,8.5000%,40’445.20,8.4121%
480’900,40’876.50,8.5000%,40’453.60,8.4121%
481’000,40’885.00,8.5000%,40’464.00,8.4125%
481’100,40’893.50,8.5000%,40’472.40,8.4125%
481’200,40’902.00,8.5000%,40’482.80,8.4129%
481’300,40’910.50,8.5000%,40’491.20,8.4129%
481’400,40’919.00,8.5000%,40’501.60,8.4133%
481’500,40’927.50,8.5000%,40’510.00,8.4133%
481’600,40’936.00,8.5000%,40’520.40,8.4137%
481’700,40’944.50,8.5000%,40’528.80,8.4137%
481’800,40’953.00,8.5000%,40’539.20,8.4141%
481’900,40’961.50,8.5000%,40’547.60,8.4141%
482’000,40’970.00,8.5000%,40’558.00,8.4145%
482’100,40’978.50,8.5000%,40’566.40,8.4145%
482’200,40’987.00,8.5000%,40’576.80,8.4149%
482’300,40’995.50,8.5000%,40’585.20,8.4149%
482’400,41’004.00,8.5000%,40’595.60,8.4153%
482’500,41’012.50,8.5000%,40’604.00,8.4153%
482’600,41’021.00,8.5000%,40’614.40,8.4157%
482’700,41’029.50,8.5000%,40’622.80,8.4157%
482’800,41’038.00,8.5000%,40’633.20,8.4162%
482’900,41’046.50,8.5000%,40’641.60,8.4162%
483’000,41’055.00,8.5000%,40’652.00,8.4166%
483’100,41’063.50,8.5000%,40’660.40,8.4166%
483’200,41’072.00,8.5000%,40’670.80,8.4170%
483’300,41’080.50,8.5000%,40’679.20,8.4170%
483’400,41’089.00,8.5000%,40’689.60,8.4174%
483’500,41’097.50,8.5000%,40’698.00,8.4174%
483’600,41’106.00,8.5000%,40’708.40,8.4178%
483’700,41’114.50,8.5000%,40’716.80,8.4178%
483’800,41’123.00,8.5000%,40’727.20,8.4182%
483’900,41’131.50,8.5000%,40’735.60,8.4182%
484’000,41’140.00,8.5000%,40’746.00,8.4186%
484’100,41’148.50,8.5000%,40’754.40,8.4186%
484’200,41’157.00,8.5000%,40’764.80,8.4190%
484’300,41’165.50,8.5000%,40’773.20,8.4190%
484’400,41’174.00,8.5000%,40’783.60,8.4194%
484’500,41’182.50,8.5000%,40’792.00,8.4194%
484’600,41’191.00,8.5000%,40’802.40,8.4198%
484’700,41’199.50,8.5000%,40’810.80,8.4198%
484’800,41’208.00,8.5000%,40’821.20,8.4202%
484’900,41’216.50,8.5000%,40’829.60,8.4202%
485’000,41’225.00,8.5000%,40’840.00,8.4206%
485’100,41’233.50,8.5000%,40’848.40,8.4206%
485’200,41’242.00,8.5000%,40’858.80,8.4210%
485’300,41’250.50,8.5000%,40’867.20,8.4210%
485’400,41’259.00,8.5000%,40’877.60,8.4214%
485’500,41’267.50,8.5000%,40’886.00,8.4214%
485’600,41’276.00,8.5000%,40’896.40,8.4218%
485’700,41’284.50,8.5000%,40’904.80,8.4218%
485’800,41’293.00,8.5000%,40’915.20,8.4222%
485’900,41’301.50,8.5000%,40’923.60,8.4222%
486’000,41’310.00,8.5000%,40’934.00,8.4226%
486’100,41’318.50,8.5000%,40’942.40,8.4226%
486’200,41’327.00,8.5000%,40’952.80,8.4230%
486’300,41’335.50,8.5000%,40’961.20,8.4230%
486’400,41’344.00,8.5000%,40’971.60,8.4234%
486’500,41’352.50,8.5000%,40’980.00,8.4234%
486’600,41’361.00,8.5000%,40’990.40,8.4238%
486’700,41’369.50,8.5000%,40’998.80,8.4238%
486’800,41’378.00,8.5000%,41’009.20,8.4242%
486’900,41’386.50,8.5000%,41’017.60,8.4242%
487’000,41’395.00,8.5000%,41’028.00,8.4246%
487’100,41’403.50,8.5000%,41’036.40,8.4246%
487’200,41’412.00,8.5000%,41’046.80,8.4250%
487’300,41’420.50,8.5000%,41’055.25,8.4250%
487’400,41’429.00,8.5000%,41’065.60,8.4254%
487’500,41’437.50,8.5000%,41’074.05,8.4254%
487’600,41’446.00,8.5000%,41’084.40,8.4258%
487’700,41’454.50,8.5000%,41’092.85,8.4258%
487’800,41’463.00,8.5000%,41’103.20,8.4262%
487’900,41’471.50,8.5000%,41’111.65,8.4262%
488’000,41’480.00,8.5000%,41’122.00,8.4266%
488’100,41’488.50,8.5000%,41’130.45,8.4266%
488’200,41’497.00,8.5000%,41’140.80,8.4270%
488’300,41’505.50,8.5000%,41’149.25,8.4270%
488’400,41’514.00,8.5000%,41’159.60,8.4274%
488’500,41’522.50,8.5000%,41’168.05,8.4274%
488’600,41’531.00,8.5000%,41’178.40,8.4278%
488’700,41’539.50,8.5000%,41’186.85,8.4278%
488’800,41’548.00,8.5000%,41’197.20,8.4282%
488’900,41’556.50,8.5000%,41’205.65,8.4282%
489’000,41’565.00,8.5000%,41’216.00,8.4286%
489’100,41’573.50,8.5000%,41’224.45,8.4286%
489’200,41’582.00,8.5000%,41’234.80,8.4290%
489’300,41’590.50,8.5000%,41’243.25,8.4290%
489’400,41’599.00,8.5000%,41’253.60,8.4294%
489’500,41’607.50,8.5000%,41’262.05,8.4294%
489’600,41’616.00,8.5000%,41’272.40,8.4298%
489’700,41’624.50,8.5000%,41’280.85,8.4298%
489’800,41’633.00,8.5000%,41’291.20,8.4302%
489’900,41’641.50,8.5000%,41’299.65,8.4302%
490’000,41’650.00,8.5000%,41’310.00,8.4306%
490’100,41’658.50,8.5000%,41’318.45,8.4306%
490’200,41’667.00,8.5000%,41’328.80,8.4310%
490’300,41’675.50,8.5000%,41’337.25,8.4310%
490’400,41’684.00,8.5000%,41’347.60,8.4314%
490’500,41’692.50,8.5000%,41’356.05,8.4314%
490’600,41’701.00,8.5000%,41’366.40,8.4318%
490’700,41’709.50,8.5000%,41’374.85,8.4318%
490’800,41’718.00,8.5000%,41’385.20,8.4322%
490’900,41’726.50,8.5000%,41’393.65,8.4322%
491’000,41’735.00,8.5000%,41’404.00,8.4326%
491’100,41’743.50,8.5000%,41’412.45,8.4326%
491’200,41’752.00,8.5000%,41’422.80,8.4330%
491’300,41’760.50,8.5000%,41’431.25,8.4330%
491’400,41’769.00,8.5000%,41’441.60,8.4334%
491’500,41’777.50,8.5000%,41’450.05,8.4334%
491’600,41’786.00,8.5000%,41’460.40,8.4338%
491’700,41’794.50,8.5000%,41’468.85,8.4338%
491’800,41’803.00,8.5000%,41’479.20,8.4342%
491’900,41’811.50,8.5000%,41’487.65,8.4342%
492’000,41’820.00,8.5000%,41’498.00,8.4346%
492’100,41’828.50,8.5000%,41’506.45,8.4346%
492’200,41’837.00,8.5000%,41’516.80,8.4349%
492’300,41’845.50,8.5000%,41’525.25,8.4349%
492’400,41’854.00,8.5000%,41’535.60,8.4353%
492’500,41’862.50,8.5000%,41’544.05,8.4353%
492’600,41’871.00,8.5000%,41’554.40,8.4357%
492’700,41’879.50,8.5000%,41’562.85,8.4357%
492’800,41’888.00,8.5000%,41’573.20,8.4361%
492’900,41’896.50,8.5000%,41’581.65,8.4361%
493’000,41’905.00,8.5000%,41’592.00,8.4365%
493’100,41’913.50,8.5000%,41’600.45,8.4365%
493’200,41’922.00,8.5000%,41’610.80,8.4369%
493’300,41’930.50,8.5000%,41’619.25,8.4369%
493’400,41’939.00,8.5000%,41’629.60,8.4373%
493’500,41’947.50,8.5000%,41’638.05,8.4373%
493’600,41’956.00,8.5000%,41’648.40,8.4377%
493’700,41’964.50,8.5000%,41’656.85,8.4377%
493’800,41’973.00,8.5000%,41’667.20,8.4381%
493’900,41’981.50,8.5000%,41’675.65,8.4381%
494’000,41’990.00,8.5000%,41’686.00,8.4385%
494’100,41’998.50,8.5000%,41’694.45,8.4385%
494’200,42’007.00,8.5000%,41’704.80,8.4389%
494’300,42’015.50,8.5000%,41’713.25,8.4389%
494’400,42’024.00,8.5000%,41’723.60,8.4392%
494’500,42’032.50,8.5000%,41’732.05,8.4392%
494’600,42’041.00,8.5000%,41’742.40,8.4396%
494’700,42’049.50,8.5000%,41’750.85,8.4396%
494’800,42’058.00,8.5000%,41’761.20,8.4400%
494’900,42’066.50,8.5000%,41’769.65,8.4400%
495’000,42’075.00,8.5000%,41’780.00,8.4404%
495’100,42’083.50,8.5000%,41’788.45,8.4404%
495’200,42’092.00,8.5000%,41’798.80,8.4408%
495’300,42’100.50,8.5000%,41’807.25,8.4408%
495’400,42’109.00,8.5000%,41’817.60,8.4412%
495’500,42’117.50,8.5000%,41’826.05,8.4412%
495’600,42’126.00,8.5000%,41’836.40,8.4416%
495’700,42’134.50,8.5000%,41’844.85,8.4416%
495’800,42’143.00,8.5000%,41’855.20,8.4420%
495’900,42’151.50,8.5000%,41’863.65,8.4420%
496’000,42’160.00,8.5000%,41’874.00,8.4423%
496’100,42’168.50,8.5000%,41’882.45,8.4423%
496’200,42’177.00,8.5000%,41’892.80,8.4427%
496’300,42’185.50,8.5000%,41’901.25,8.4427%
496’400,42’194.00,8.5000%,41’911.60,8.4431%
496’500,42’202.50,8.5000%,41’920.05,8.4431%
496’600,42’211.00,8.5000%,41’930.40,8.4435%
496’700,42’219.50,8.5000%,41’938.85,8.4435%
496’800,42’228.00,8.5000%,41’949.20,8.4439%
496’900,42’236.50,8.5000%,41’957.65,8.4439%
497’000,42’245.00,8.5000%,41’968.00,8.4443%
497’100,42’253.50,8.5000%,41’976.45,8.4443%
497’200,42’262.00,8.5000%,41’986.80,8.4447%
497’300,42’270.50,8.5000%,41’995.25,8.4447%
497’400,42’279.00,8.5000%,42’005.60,8.4450%
497’500,42’287.50,8.5000%,42’014.05,8.4450%
497’600,42’296.00,8.5000%,42’024.40,8.4454%
497’700,42’304.50,8.5000%,42’032.85,8.4454%
497’800,42’313.00,8.5000%,42’043.20,8.4458%
497’900,42’321.50,8.5000%,42’051.65,8.4458%
498’000,42’330.00,8.5000%,42’062.00,8.4462%
498’100,42’338.50,8.5000%,42’070.45,8.4462%
498’200,42’347.00,8.5000%,42’080.80,8.4466%
498’300,42’355.50,8.5000%,42’089.25,8.4466%
498’400,42’364.00,8.5000%,42’099.60,8.4470%
498’500,42’372.50,8.5000%,42’108.05,8.4470%
498’600,42’381.00,8.5000%,42’118.40,8.4473%
498’700,42’389.50,8.5000%,42’126.85,8.4473%
498’800,42’398.00,8.5000%,42’137.20,8.4477%
498’900,42’406.50,8.5000%,42’145.65,8.4477%
499’000,42’415.00,8.5000%,42’156.00,8.4481%
499’100,42’423.50,8.5000%,42’164.45,8.4481%
499’200,42’432.00,8.5000%,42’174.80,8.4485%
499’300,42’440.50,8.5000%,42’183.25,8.4485%
499’400,42’449.00,8.5000%,42’193.60,8.4489%
499’500,42’457.50,8.5000%,42’202.05,8.4489%
499’600,42’466.00,8.5000%,42’212.40,8.4492%
499’700,42’474.50,8.5000%,42’220.85,8.4492%
499’800,42’483.00,8.5000%,42’231.20,8.4496%
499’900,42’491.50,8.5000%,42’239.65,8.4496%
500’000,42’500.00,8.5000%,42’250.00,8.4500%
500’100,42’508.50,8.5000%,42’258.45,8.4500%
500’200,42’517.00,8.5000%,42’268.80,8.4504%
500’300,42’525.50,8.5000%,42’277.25,8.4504%
500’400,42’534.00,8.5000%,42’287.60,8.4508%
500’500,42’542.50,8.5000%,42’296.05,8.4508%
500’600,42’551.00,8.5000%,42’306.40,8.4511%
500’700,42’559.50,8.5000%,42’314.85,8.4511%
500’800,42’568.00,8.5000%,42’325.20,8.4515%
500’900,42’576.50,8.5000%,42’333.65,8.4515%
501’000,42’585.00,8.5000%,42’344.00,8.4519%
501’100,42’593.50,8.5000%,42’352.45,8.4519%
501’200,42’602.00,8.5000%,42’362.80,8.4523%
501’300,42’610.50,8.5000%,42’371.25,8.4523%
501’400,42’619.00,8.5000%,42’381.60,8.4527%
501’500,42’627.50,8.5000%,42’390.05,8.4527%
501’600,42’636.00,8.5000%,42’400.40,8.4530%
501’700,42’644.50,8.5000%,42’408.85,8.4530%
501’800,42’653.00,8.5000%,42’419.20,8.4534%
501’900,42’661.50,8.5000%,42’427.65,8.4534%
502’000,42’670.00,8.5000%,42’438.00,8.4538%
502’100,42’678.50,8.5000%,42’446.45,8.4538%
502’200,42’687.00,8.5000%,42’456.80,8.4542%
502’300,42’695.50,8.5000%,42’465.25,8.4542%
502’400,42’704.00,8.5000%,42’475.60,8.4545%
502’500,42’712.50,8.5000%,42’484.05,8.4545%
502’600,42’721.00,8.5000%,42’494.40,8.4549%
502’700,42’729.50,8.5000%,42’502.85,8.4549%
502’800,42’738.00,8.5000%,42’513.20,8.4553%
502’900,42’746.50,8.5000%,42’521.65,8.4553%
503’000,42’755.00,8.5000%,42’532.00,8.4557%
503’100,42’763.50,8.5000%,42’540.45,8.4557%
503’200,42’772.00,8.5000%,42’550.80,8.4560%
503’300,42’780.50,8.5000%,42’559.25,8.4560%
503’400,42’789.00,8.5000%,42’569.60,8.4564%
503’500,42’797.50,8.5000%,42’578.05,8.4564%
503’600,42’806.00,8.5000%,42’588.40,8.4568%
503’700,42’814.50,8.5000%,42’596.85,8.4568%
503’800,42’823.00,8.5000%,42’607.20,8.4572%
503’900,42’831.50,8.5000%,42’615.65,8.4572%
504’000,42’840.00,8.5000%,42’626.00,8.4575%
504’100,42’848.50,8.5000%,42’634.45,8.4575%
504’200,42’857.00,8.5000%,42’644.80,8.4579%
504’300,42’865.50,8.5000%,42’653.25,8.4579%
504’400,42’874.00,8.5000%,42’663.60,8.4583%
504’500,42’882.50,8.5000%,42’672.05,8.4583%
504’600,42’891.00,8.5000%,42’682.40,8.4587%
504’700,42’899.50,8.5000%,42’690.85,8.4587%
504’800,42’908.00,8.5000%,42’701.20,8.4590%
504’900,42’916.50,8.5000%,42’709.65,8.4590%
505’000,42’925.00,8.5000%,42’720.00,8.4594%
505’100,42’933.50,8.5000%,42’728.45,8.4594%
505’200,42’942.00,8.5000%,42’738.80,8.4598%
505’300,42’950.50,8.5000%,42’747.25,8.4598%
505’400,42’959.00,8.5000%,42’757.60,8.4602%
505’500,42’967.50,8.5000%,42’766.05,8.4602%
505’600,42’976.00,8.5000%,42’776.40,8.4605%
505’700,42’984.50,8.5000%,42’784.85,8.4605%
505’800,42’993.00,8.5000%,42’795.20,8.4609%
505’900,43’001.50,8.5000%,42’803.65,8.4609%
506’000,43’010.00,8.5000%,42’814.00,8.4613%
506’100,43’018.50,8.5000%,42’822.45,8.4613%
506’200,43’027.00,8.5000%,42’832.80,8.4616%
506’300,43’035.50,8.5000%,42’841.25,8.4616%
506’400,43’044.00,8.5000%,42’851.60,8.4620%
506’500,43’052.50,8.5000%,42’860.05,8.4620%
506’600,43’061.00,8.5000%,42’870.40,8.4624%
506’700,43’069.50,8.5000%,42’878.85,8.4624%
506’800,43’078.00,8.5000%,42’889.20,8.4627%
506’900,43’086.50,8.5000%,42’897.65,8.4627%
507’000,43’095.00,8.5000%,42’908.00,8.4631%
507’100,43’103.50,8.5000%,42’916.45,8.4631%
507’200,43’112.00,8.5000%,42’926.80,8.4635%
507’300,43’120.50,8.5000%,42’935.25,8.4635%
507’400,43’129.00,8.5000%,42’945.60,8.4639%
507’500,43’137.50,8.5000%,42’954.05,8.4639%
507’600,43’146.00,8.5000%,42’964.40,8.4642%
507’700,43’154.50,8.5000%,42’972.85,8.4642%
507’800,43’163.00,8.5000%,42’983.20,8.4646%
507’900,43’171.50,8.5000%,42’991.65,8.4646%
508’000,43’180.00,8.5000%,43’002.00,8.4650%
508’100,43’188.50,8.5000%,43’010.45,8.4650%
508’200,43’197.00,8.5000%,43’020.80,8.4653%
508’300,43’205.50,8.5000%,43’029.25,8.4653%
508’400,43’214.00,8.5000%,43’039.60,8.4657%
508’500,43’222.50,8.5000%,43’048.05,8.4657%
508’600,43’231.00,8.5000%,43’058.40,8.4661%
508’700,43’239.50,8.5000%,43’066.85,8.4661%
508’800,43’248.00,8.5000%,43’077.20,8.4664%
508’900,43’256.50,8.5000%,43’085.65,8.4664%
509’000,43’265.00,8.5000%,43’096.00,8.4668%
509’100,43’273.50,8.5000%,43’104.45,8.4668%
509’200,43’282.00,8.5000%,43’114.80,8.4672%
509’300,43’290.50,8.5000%,43’123.25,8.4672%
509’400,43’299.00,8.5000%,43’133.60,8.4675%
509’500,43’307.50,8.5000%,43’142.05,8.4675%
509’600,43’316.00,8.5000%,43’152.40,8.4679%
509’700,43’324.50,8.5000%,43’160.85,8.4679%
509’800,43’333.00,8.5000%,43’171.20,8.4683%
509’900,43’341.50,8.5000%,43’179.65,8.4683%
510’000,43’350.00,8.5000%,43’190.00,8.4686%
510’100,43’358.50,8.5000%,43’198.45,8.4686%
510’200,43’367.00,8.5000%,43’208.80,8.4690%
510’300,43’375.50,8.5000%,43’217.25,8.4690%
510’400,43’384.00,8.5000%,43’227.60,8.4694%
510’500,43’392.50,8.5000%,43’236.05,8.4694%
510’600,43’401.00,8.5000%,43’246.40,8.4697%
510’700,43’409.50,8.5000%,43’254.85,8.4697%
510’800,43’418.00,8.5000%,43’265.20,8.4701%
510’900,43’426.50,8.5000%,43’273.65,8.4701%
511’000,43’435.00,8.5000%,43’284.00,8.4705%
511’100,43’443.50,8.5000%,43’292.45,8.4705%
511’200,43’452.00,8.5000%,43’302.80,8.4708%
511’300,43’460.50,8.5000%,43’311.25,8.4708%
511’400,43’469.00,8.5000%,43’321.60,8.4712%
511’500,43’477.50,8.5000%,43’330.05,8.4712%
511’600,43’486.00,8.5000%,43’340.40,8.4715%
511’700,43’494.50,8.5000%,43’348.85,8.4715%
511’800,43’503.00,8.5000%,43’359.20,8.4719%
511’900,43’511.50,8.5000%,43’367.65,8.4719%
512’000,43’520.00,8.5000%,43’378.00,8.4723%
512’100,43’528.50,8.5000%,43’386.45,8.4723%
512’200,43’537.00,8.5000%,43’396.80,8.4726%
512’300,43’545.50,8.5000%,43’405.25,8.4726%
512’400,43’554.00,8.5000%,43’415.60,8.4730%
512’500,43’562.50,8.5000%,43’424.05,8.4730%
512’600,43’571.00,8.5000%,43’434.40,8.4734%
512’700,43’579.50,8.5000%,43’442.85,8.4734%
512’800,43’588.00,8.5000%,43’453.20,8.4737%
512’900,43’596.50,8.5000%,43’461.65,8.4737%
513’000,43’605.00,8.5000%,43’472.00,8.4741%
513’100,43’613.50,8.5000%,43’480.45,8.4741%
513’200,43’622.00,8.5000%,43’490.80,8.4744%
